letter	ALL/fwd/L2+0	2971	BTONSOIAHrshbtetuhiciwsoaecinohGoaFnnilrssftasdtelyeTeaktsneBtonacmnadtretcahaktaeiehthyicuttfiavneaktaehcnrlevusseotelblcnmTeaehsmflorersshcpepnseeulsighwieaeaontatmatrerotynadcletvpncrsitelblnosiuomnyrnesakntroitsokrdrcnrlakroitWlSreadaiDmnhBtonabtoeaoeighbakoefhCsiNwnihditaktiisihIfcalhcasoserudoteeassasdyiciAdohncudeetroonradhtonradvnoeiciesosdrhsiwoiEeyoycmliigbuTxciciMxmlsshsdyLotxctiLyrfhpoooFcIsaefrvrgethntasvrennetdricvrdtolteagaefhsaeespotnssrigoahnyiigicisotaltagviaanmVtlkueicmuwtteaiaitpteNwesignpofftkateEhrulbotalosicieyeporintGBtonoiMxmlsteaeotehlStsixeineowudteignbidyihoraeaditeukficisabtoefhseetrentigothaigsadoitnoielaatodfocneadhtonraeayitnnfrhgliladnoeGtoeoiiyesmbtonpnorertBtontteraigTOhtopneealtfnirhnwoeaallnvreulfohnbterelnoadaeBonlnstMriLteniighVtcnihliaustteonosibigipdflvcnrlakrtetaunnsaeotbtiwyotyasfubotitoennesaderowthnPtrcifisuigicisnesatdoebdeigitbyoetaknaeuldhtonradoonrmnshcletvucncosotoldobpyhtcaslyFinseusldynuhasuiaiainadnetvnshvbeetaiebteacdanpfitoeFruaeyiciptaedohpprhsMnatnakoeludrnlbtmIssugnohgntlAoeayeirlaotterauehsDnbleeeaeosetersdnoESlaotolntenentoaMntrFnIFnwteHsanighmelntehsuighdptetdrsdnNybueehnenonehwsonttpintosocnetmnblinnicitahsolslblinwrhfuueicierigclaeaieVlaoodtpyfteMlaaderdfhslehstgeMkNvgaznhtetiuigeolslaucthsaltetrnplbtoahhstoeoiIotelyrstagyabbcueeahtonrterMawieaknlavdrfhcutysohpriciieateiefrtnJcMlestiephsoermesgusdyomnbnigngoigthsaehwoeonrwlbTxciciMxmlssihnimnhSryhtnoflfrhtnkolaemnvrtRGtedteprecsicihlHsnoeerfoRgreltlBglcesoteredrpeofuighBokieaoadtbegigonilvricPriualfraeohadiamohgpieLnolglakwoaaslwmnncideadeeMCrakonohresnhnhUseassefvradrtcseetdhtonrueesoasaerrmnladaktrLnoiacmeprdsFlSoEEYIGENOTEICIWNAEBHSEHRAANOHRHTONPUFAMNYNGLIFCNTEGOIIUFTODMNTZTOVRUBTONtaurnedahmtcletitLtexliwyntimgtehfrtieorhaighsiciwseindoeatcoteolsnryupyhtonfaadodiltreoetateeutficisnaibeoqetflaalbenrynabtontresicisitngltdahtiutnosyeoeiewrilneardntettislIdetibmntznfrhfrtienuahsoyeclvadnesadnEvsotloargteeeehdncnmadmnyhtnetvzsoeeoenibtonoepnuteolcienosiuadujitnecsibigheooyfoesniieyoefiintahtadaIitnohsegedMcalalriCreMryethsedhidypuigvrpedhesnglosfcdsrsohnmesotiTenrynutyntcretomsagnunyatflnrqiemnyrnignwrtkeigigliteevcoauecasfaktrworftrmapvrynmsrwtteritoePniceeAeiaetILOwrhfaeosnfhnsafrxmlfrwrhtoesiaeotrlinitukukBTONIEALHSyelcnolrpigopeidnophretnfamnyihefcbtoneoehwrnetvadormvteaenetvBtonilteawtlvorotauatnecigvncacTeamnesiltrmnnbtonosrIsfcbkdnohgmterzdicipoooosralbayncosntsetihteenhGnsslcTecnmolviifntlmrefcethnaenwrorphspseoermwrnvoeceooyopaenlveooyhefceceolvbcueiciiifntlmrefcetornatnsoeelhnhnithtonogltevrleegcnupinvnhlBtonaeistaknlblnryupyrpbomrTasihBtonilaeltenrynoonornryosmtodosoereoeasorauatnectwrlvadecgtmntzdoteistmiorxsecPvryiapaseasteerfenpodsperbcueicialwutflyxrsorevsniiulyncbreoblinosuslloigooncadxrslvfrahteadhcsfrhsxlsoopaeshsmaamlvrulyohnYsosmteicirbihleduiJhadoohtlomnmtradrntereiEeynwllvterwepreciteabtoeergtigususaknoridSaynIaeeniigneeoyaseeenoehtaptsaetlwtyuhaoynesaysicicnurfaadaenrpaeiwtpaenlvMXESR
letter	ALL/fwd/L2+1	2970	ICIITXCFeeteitrrtBtonantratottelbliacaCiioIcueiRalYshmresesdiciwsoignsatdorsMresrlktaTedsonsufndacMresrteetanrosytmfhgoaeooyhyrteuoalunuoeTeyhrukwrpbihntehtpprrudhtiefeyasfrignaolcieaiaoenhgoaucncosfoepitrbnigerrsstctaesetabnasnssaltetnJmeioTeicirbihlwspnntelchloteomcoadtafamresntsgtnatltehoyueaonyuhsdyicuebBtonnntigolbbteNciesnsiciesneesmBtonrcnietivetxcvrbdsopannaotoiBtonaiaitteeasokoiiysaeotertclattLyroeeyratighteebeivneodsoeeIsnyhlnugotehmlsopruittyntcsibrdnBtoncatishtietbdaeiaiBtrnaepihhMxmlseihtohslnigroosaethmteemaDnflfrhtonrKeyudgiyoiciTxcaiaithLyrfhwoeaoheprecYuolnbdgiglnlwtyubrhnsnhmcoBtonrbihlitiwrntuAyhnwrhernihrtlsetNcpesnwrsrmomnnsiciesreslseigoteulbenulvdesmtxctGtoeiciOeyuhatoiciIshfeknUXgetuihrylIsuketaahlprleuiesflontiguGogCitnnJmsrwcoeIsatnuhralnteaiawtutmtmIshsudfknenrpeofieetabnesidobrigtkGtaehsaFryerodmpsfamnyosnenyasfacigeeShfmsbynbtonicItrehnyagrnhmousmabcihvdlesiciesnnciesidTeolcienosiucnrlenwyscoictpasredrrnalaioredOrmgntosnivnieesaeenuhnzdyhrnictiofamnyotntlbtonusnntteaecaeahtaBnmnyaneigoooytatnutteeiasmntrdfbiltrohtesrcetoteivmHvyuenhpeietflavdrrlighItrainloeayudMoTitretutntetlighmebynteiIweePeietaiBklwehanucdeagigoahsainvlaosoieiloibtonhtehudelilosotoftrbtonannsoltrlzdocnBnsoaofhIFonngtiotoeeceIagdieoortitewefgrnhcudelbnhoiWlSrecoyasusfreanmvdntdnraltuthtuMyeeashssicieahatenhlbciESlaooteonrinwyebtonzdthtmowiigakalrSrkapagnfonwinpaataidednadrwnAtirttehlcutyileoiBtonaiaitwtisxotsorBuayuelotasaeislseoeaXPerayoxeinehtonelaaynhadrmoeVraeyibokrgthihasipdfdrntelcSzWrfnisenondwhleesneatclryoFktsinhsryfihrcdodneahcshhrsodoeadhlrnnPtrcomcfroteraotateKlglytmaosnpoetdmnesiciesslsRylcreciiasnbnsesodnssamraaieultpVRSNLOEFHBTONANBSCBVTXPDADTESICISLSITOEADODSAIGHINMNOSAEFEOEIAINESSICIIsgaatemteaiacranyemepanhadhsihbteistmyueerntibtonadsgetbataknhwrdeegsplSicisitnglwlsavtdahshrsloBtonistalcnusoalvialeegAdsicisavshtonfaadodoetismlaeuldmntzsavoechteadhsaeteftoshsyoeiigoteistmihmnitrpaeoenudrtnigliCselwsihWvnvraaeooynaoetaicniielvbfrutliciLvoesphcletvucncosnoroninromcenTecnmolviifntlmrefcethnaenwrlsetteeghasiheSyoNcatratBnwopnterasornoesrasetadalnoieepesTeubrdnleheegidsriisurnfrigratalwseuadeursoepitnadasoeptonalnhsriefnbrlsobnseshpoifowroetadieyihhifamnyozshmsmrclfBLINotohttyiAgaitnoeapeoaatasmetmtcstilofaccbcsICIFXSLTIbrpaigidipncrsrdeppyavsigitoewtpreticiRmvteaicnienyueoehhticnieiciflshgpihoeumsntrlednyfieahnehwrogrwlsatiigicifruetaataeitteaehoieBtonrtclbevbeynoehoigoeirgthriteeeiBokheooyfoesniieyoefiintahtadaTwatiuawmvfoaaadilnecnmtaecadoecnmtefiinisfoeeasbtonsniieyoefiinttascadtrwatitafasicisrodhoealnryosmtoeewieicimkstatcogoaeegspldosyroehtrgticiwltkalheegIsdigueegcnupinrptnazrbcueuntrlednyoadoenpaeesoeiefrhfrtienueitneoetdsperbcuehfaobigoriapaseasBtonlossoulepesusleidvdaliayesafilosfolalokntcnetnepesoeoecohrnteototiepoinfeciteaessieitalntigefroehBtonabtoenspnonnYksoeroiAsedmuighibdnvroeiliehionxeinenhrbihlWaeetnorolbcadumnstcadhvbelvnihrfrerWvsesmsiHpyohrialihotegnadctsaBtonoqesernhtadelcstihecadoeAKIE
letter	ALL/fwd/L3+0	1981	BCNTIFrtbtttiownaaithlainarifcsielehaessBcnsmgdaeoaMksekhTysusfnvcaeatctlruyefeolomhatsolueoseprnwebsnhhepauttmfraornncltenasneolcsoooyiebkgrrttkarerbksisltenaemTBcnbtlapitbcoohoiontdaaeititftleaysauytsaiaeytinoicletrcnsdioeaenmioecsehvwxErosmaiauoctiamisedsoocyLefeocFtsyferrtittvbnvtoiorIoyenaohhesprntrnosnriBcnotlhgeadmilBenmpthamiettwsiipofaahEeuaoflrioeKpuiiGioTiamitLefeoSoipicoodbiibnytobenihuoiosbtlfienrAtnohansrosnNeeawdrcmastirraltiftgllnnvGsexiGsetipyratioItfanTgtunraIfkrawlallirflnhgtoeionasocnIMtLhnlgetaiuitsseuokbniefictlnritbngaGteiaoyaouptaoynnayrftiPecfibibcnnIaeoydrgmbsebkheldioeanoemdhoeiuocuorlnbshiapyrnruadiuesranisdvtesabntneyendtpftnFtaliopsetharaMhtBknlnrgboIauuoenaAnadiiarttarhtneemaysneedtEaaroitIeaolnaFdFTtrsuitmlnhhbitdIeerinabkeeenndwgnopstnoaeoniiiiottsusllowtftetiaisltazVcontafhMoagroheeetgMevrztteirgcleantiaSecnabsaesmenInelrtauaecsestirhrewlailldohotioyrtizahioriJklrtkpaofmwgpdtmdnnnriAhreeocnylexBcnxaswhsmtSrhaoefttaoseevaReeyeeeeiohlsyeafmgVleBbcrohrarpoditBciWontegnohleiercayrkoidsmfgreooelcwhaowenhdndtMoafntranahKelsmvsdocdeehcnsesolaerilnasrooscmpasuSpESGOOHIOWNECSTRDNTRIOSUIMENOIANHGMISTFMEZIVSBCNsuaemhacctnLmxawatsgbhitmoeanhbcnssntetcnerseypyiosanowlaedtsestBcnntbcqsflaaeeydbcnaehcniagddttmtesdoteaieetddeaieIotsmezgrertehaiopcoauetdgvCtlaitverdenydoyannveobouiioLeeuhoeiuocunuotncmbnhcoooinnemefitaaawIsntsgesceaoiaeaynhpdedsunvseseaglsidpsTnbsnihngnsyicrtrsrnaysfarueoyiiawskpgnlnercfuraoasrhrirwpeydsythraoynseseceBLNroatsAhiaoxpfaraoeitotloickcBCNXATSrliodpnosieoyrsnimeipfttievhannvnoevhaieiBcnltgwhvuonulnniinhchaoewlamibcnrrtftkioemhreioptobrbbnnhsgsiiteihesBchcoooinnemefitaaawTrtsaevrardonenyaaaleomhfcnefveubcniityrfcnoaaasretnaistiootorleynmieniBcnkiaaolangulrsooTtittiiteleeysogreynmidpoaebaertaeeywdvneetoteohitmnrieevtipabaeeafiprspreuBcnlstuypsueenvulnyrablnfualkgcntdpsofehhatctrixoofaihaasliuloiYfseetiaioesioaYoolonsrmrgebivyelitiwxrnihaioWreioslaaomdtydabnvgheraWeeostptheawhueoaetyBcnnefrdtneaswhaaleXIR
letter	ALL/fwd/L3+1	1980	IOIOCHehierhtiaorcooeolnclisIaetayserteeiowciasrdcsaealeahdcntfaaertrhernvssmtgbenyerhuflrusTchpkeplhgeipernhtetyrfygdoeipiretgbuocufnpnraitrisotdsnaaaosWlrtdmDohiorbhesenhlklfescwdhftrtnsgIaatcooernoheysudBcndtnodbtNoeastirnvsetiroiriitivydcpinbtxBcnxastsaLkxiiartptoaILeovyetnhseeieersvetntlggfealsptisygchbiniosaasaiibnetiurcewhexasphNhsnnrfsktetrmbnafstireyrgtotiocxashartwlaseeeeuunegnldwhuahdnecftirbhetsrtunhgrhrghdlttipanosooenhcnsesienohuiedleeotiteobcneohrotithrkgXhtpheltuitnherluvsuooibGrCnndmBwletaiueaitVintlmuItsnfiegpdfverbkseouiskoatsyryrfmoftnnssneswcnerhfsunioscsrdnbgihtuoaaiadlstirnoiriselcvnnisnoeoyyoctlsidenlanraOigaoaieinsveehidtrccnoimeoutytiuanoepcsaaaameadilomtsnntgilmerebltthrseeDtlvevoetpseolldtlnhnrtnMeruIowtHtnnhtlgeeunhitededtyBewnaochaogthnislnsmelontihhhleblnohfubcnrncleleoaBdoyfeFaneifolcsaeiNoaihwtgihodlbcoslteryluorhnodidtayuttyybaeshcnaetahecnSvofeurswpbcnetemfinaMlsrepsnrnsnsaoibdgdontiatwlotwlTiioMiltiiiohoyunulohskiasnetPtatxrnstieHaohrrReealilkstehdiefunhlkzafdseogwiernPturfFesahayhhidnnghkhaslondiraPecrcoohrstnesgstfoapttendioeulsysrrinsdntsnnaaeadeltERILNFETIAASHVHPADHSTIPSAOYDLSCGENIOFEDOTAOEUIOIaaneaetaeateepihnhmheerteuhrgiiowdieoatktwlerspStiftdlisrtehtruoiossiloutaaiberAaiosrsiosanotehsuaolenisronhratsttltehbotiftfsiiunsreevnnraiEioeosgWevhacoaanttctisvernltioonpelcvnnisdriieoiegeomfvsfiloeietntnaltthegaMhlyrcrrrBtoetiaprgepahtnaoocershuedteeeydtituefmggtnwtuneisnpnnnateiogltsveabcsfntsootoaoramewheftnPzcmArafIIwtftoifasnralowttmsmesrlnaubkIOFELHbeanirpgrednphvtgaoyteebcnmeerctedumeetnnvioflhailersartdcfvaaeernrisriniofsesabentgeeidtirolsvlyyeoitetgtrnenilkeomfvsfiloeietntnaoahusmeowavlccotpcnoenyeficslecsioinnemefittncnteahtnahcnrlhvaercspovwliomettcnoleypyobrrhsgBcnlaaterIoioercsporsnrreuonulnntaledagsnidrerteoesnPeyspreutfrbnodaescsioaouolersrlsdiayabsoiisslloitoeaersvoaoenhoftspsnpcsemsmeraytneootBcnbtlnunhnostrmAtdditieneowlvhrnpicnebtleetnuoscnuisaaIveliiefyresnmhHpoailiytanncaaiocqreahedpciipcnoMKS
letter	ALL/fwd/L3+2	1980	TISXAesetruBcnstetntGbFaiCsotudRlYTmksndtiaonntttrhrtritteiotuidnMkseenaeostohlacoTyeemaonrehyeusruiitwtarodaiaeestiaalcvacoihlannismertsnneosscrectlnrntaSeaJiinetiaiowongeahetCmNaiaimksishnclhhsueoduedscsbioAnhgubeeoirnhcnsdeoBcnsndtseocebyolngoTiioMiltheyotitsyohrolctarregahgaerennddcedslhauetsmeooustitaiydgtictittvtaaVaktiauitMiltieoelggootetmhelDtlohcnyeodnyBcnxMilteyohhethxrnYwltdggiliyrrastmkBcnaioihweteyiwteiiatieoclstrfmnndioeaeysngrelbauodtmocytmioOnuetBcnseeiUOeoieylsnehaopaeneelftnuegltaJernossrntrinhacwhtamthodsnirpolenaaetdarntetbhwFtesdbsimeoeedaoahgtSimsygtiiettheaenioymtcnvuehcnsdcnsnTcltecsoctldwpctcsaFesrslyohdumitnnnnveheeuazbhaiaifaoyrnebcntndtpehentnnoyuenotystgthetsotyfrlooeeucsobieHeuehrinfSvorlgetniaotynMnieeatgeeitmsygepwtPseNiulhhnueesitaiaovcotiblnbcnaeodliisrourioengoaridlnospotIlndtdtsehIgdkogtneefuneusluhhWlrtopstfhatvotorltshgMbeuhaioetaMnibkEaartcnynheioidttewtgcaeSiahgeoeiuayaneiagwgtsthheuriboctiamistnxnsrBtyflranellmorXGrdopichcnlannedoorrtygoegtiespdfrgeoSeraibnidnlvscailloathniroipcLdlaasorsdmaclenerCmkroeeohtUlayearnresmtstirseRacecmaabkeLdismrriFloVYNEETBCNNBBBEXAAOEHCNLFTNAGDFITIONUAOENITNRSTItgrtdtmilriytelnydiittfsiyreitstiaegdbaaohodngulhcniagdltvoaahelftiiaaeneolvllngnstitvstiftdloaiilnuymezwvlcaenhtesfdsiyninohitmnmhtyaleddsnnlsslwrheneanomnmehieizlefetbcnvpstcltecsoaojnnrsciTenyleiityrfcnhhedrieoeehdiaSlNCtMtewsnhryoiorrdesdlnfeseoemrolTeriurnsrnoiaaulaeldqrmertgdroetiaiheionelsbkewpffmrvtniritiimeoihemiltLOohheyngntfemerahsetactiiftcusTIISLIypcgliicprdppaeiftnwhrcioRotwieiayrothectetiiseptoomttaeeygecnTwmgslttngtiouIacadthatozBcnocoeaeaoconoerhhetGesoTenyleiityrfcnhhedrwpipwofmanieeomoeedvcoteieioobaetisfiloeietrstdowlihftiosgdeelngoutnehetiasstkgberspdpymearhiowlklhngndnungoutnotezocsuartdcoroapcemezftfsiiuxtcordaescsheoegoipabaetilwsflxeosviidliceefloooslononcnxelerctrdesohelioeetseaivtlnhgsrmhiorbhedpJndkheoimeaunhrdErnileeoeeeetrbheagtgrubkdrnScnheeinnroesveseiaysrtltohgydssstiousanaarletteedvAEE
letter	ALL/fwd/L4+0	1486	BOSIHsbeuiisacnhoFnlsfadeyTatnBoamatechkaihhiutivekahnlvsetllnTahmlrrsceneusgweeottarrtndltpcstlloionreanriskdcrariWSedimhtnboaegbkehsNnhiatiiIclcssrdtesadiidhcderordtnavoiissrswieoclibTccMmshdLtciyfpoFIafvgtnaventrcrtlegehaeptsrganigcstlavanVluimwtaattNeinofktErloaoiiyprnGtnixltaoeltienoutiniyhredtufcsbofserniohisdinilaofcedtnaainfhlldoGooiemtnnrrBoteagOtpeatnrnoalnrufhbeenaaBnntrLeigVcilastooiiidlcrareansettwoysuoioneaeotntcfsiiinstobegtyeanelhordornhltunooodbytalFnesdnhsiiiantnhbeaetadnfteraycpadhphMankeurltIsgogtAeyilotruhDbeeestrdoSatltnnoMtFIntHaihenesihpedsnyuennnhsntitscembincthosbiwhueceicaaelodpfelaedhlhtekvanttugosachattnltahteioeysaybceatntraianadfctshrciaeernclsipsemsudonnggitsewenwbxiixlshinSytolrtklenrRtderciilsoefRrllgcstrdpougBkeodbggnlrcrulrehdaogiLogawaswncdaeMrknhennUesevarcethoresaarmldkrnicersloEIEOECWABSHANHHOPFMYGICTGIUTDNZORBOtundhtltttxiytmthriohihiisidetoelnyphofaoiteeaeufcsaboefalernboteiiinldhitoyoiwinadttildtbnzfhrinasycvdeanvolageehnnamytevseonboopuelinsudjtesbgeofeniyeinatdItosgdcllirMytsdiyugrehsgofdroneoierntnceosguytlrimyngwteggievoucsatwrtmprnswtrtenceeatLwhaonhsfxlrrteietlntkkTNELSecorioedohenaniectnohrevdrveeevtnlewlooaancgnaTanslrnboorscknhmeziioosabycsteitehnscenovinlrfehanrrhpeemrveeooanvoyeccovceciftmectranoehhihooleregnpnnltnesanbnyprbmTshtnletnyonrromoooroaoaancwlaegmtdtitirscvyaaeserepdprcecawtlxsrvnilnbebioulogocdrlfatahsrslopehmalrlonsstiibheuJaohlmmrdneeEywltrerctatertgsskoiSyIenineysenetpseltuayeasccufaanpewpelMER
letter	ALL/fwd/L4+1	1485	IITCetirttnnrttebicCiIuiaYhrssiisinadrMerkaesnunaMeretnoymhoeohreolnoTyrkrbhthpruhifysrgaliaaehounofeirngrstteeanssattJeoecrilsntlhoemodaarstgntthyeoyhdiubtnniobtNisscenemtncitvtcrdoanooBoaateaooisetrcatyoertgteevedoesyluoemsputytsbdBoctstebaiitneihxlehosngosehteanlrtnKydiocTciihyfweoerculbggnwybhshcBoriltwnuynrenhtstcenrronscerssioeleuvemxttecOyhtiisfkUgtirlsktalreislniuoCtnmrcesturltaatttIhufnnpoieansdbitGahareomsanonnafcgehmbntnctenarhosachdeiisnisdelinsunlnycitardraaoeOmnonvieaeundhncifmyttbounteeaatBmynioottuteamtdblrhereoevHyeheefadrihtanoauMTteunelgmbneIePitikwhnceggasivasiioboheueioootboanotldcBsafIontooeeadeottwfrhuebhilrcyssramdtnatttMeahscehtnlcElotornybozttoigklSkpgfnipaaddarntrthctieitniiwixtoBaultsessoaPryxietnlanaroVaybkghhspfrtlSWfieodhesetlyFtihrfhconachrooahrntcmfoeattKgymonotmeiislRlrcisbssdsaraelpRNOFBOABCVXDDEIILIOAOSIHNNSEEEANSIIsatmeicaympnahibesmuenitndgtaanwdesliiinllatasrlBoitlnsavaegdiiastnaddeimaudnzaoctahatfohyeioesmhntpeeurngislshvvaeonotinilbrtiivepcevccsooirmeTcmliftmectnewletehshSoctaBwptrsrosaeaanieeTurneegdriunrgaaweaeroptaaopoansifblonehofwotdeihfmyzhsrlBIootyAatoaeatsemctlfcbsCFSTbpiiinrrepasgtetrtcRveineyeehinecfsgioustldyianhrgwstiiireateteeoetntlebyohioighieeBkeofeniyeinatdTaiamfaaincmacdentfiifeabosieofitacdraiaaiirdoanystewecmsacgaesloyohrtcwtaheIdgegnpnpnzbuutldyaonaeoifhrineteedprcefoioipsaBolsolpsseddlaeaiofllktnteeoochnetteoneieesetltgfohtnbonponkorisdugidvoiihoxiehbhWetoobauntahblnhfeWsssHyhilhtgacsBooeentdlsieaoAI
letter	ALL/fwd/L4+2	1485	TNOArhtthcwoeioGanirststleeksetncndrtaateetyctfanatecreusoebcmeesfoeshppselihiaanamteoyacevnriebnsumynsktotorrnlkotlraaDnBoateoihaofCiwidtkishfahaoeuoeassycAonuetonahordneceodhioEyymiguxiixlssyoxtLrhoocserrehtsrnedivdotaafsesonsiohyiiioatgiamtkecuteiipewsgpftaehubtlsceeoitBooMmseethSsxiewdegbdioaaiekiiatehetetgtagaotoeatdonahoreytnrgianeteiysbopoettntriThonelfihwealvelontrlodeolsMitnihtnhiutensbgpfvnlkttunaobiytafbttensdrwhPriiugcseadediibotkaudtnaonmscevccstlophcsyisulyuauaandevsvetibecapioFueiiteoprsntaoldnbmsunhnloaerateaesnleaoeesnElooneetanrnFwesngmlthugdttrdNbeheoewotpnoontnlniiaslllnrfuiirgleiVaotytMadrfsesgMNgzheiiellutslerpbohsooItlrtgabuehoreMweklvrhuyopiietiftJMetehoregsymbinoghahoorlTccMmsinmhrhnffhnoamvtGetpeschHnerogetBleoeerefihoiaateioiviPiafaoaimhpenllkoalmniedeCaoorshhsasfrdtsedtnueosernaatLoampdFSEYGNTIINEHERAORTNUANNLFNEOIFOMTTVUTNareamceiLelwnigefteragscwenoactosruytnaddlrottetiinieqtlabnyatnrscstgtatunseeerlernetsIeimtnrfteuhoelansdEstorteedcmdnhntzoeeitnentoceoiauinciihoyosieofithaainheeMaarCerehehdpivpdenlscsshmstTnyuytrtmannafnqenrinrkiiltecaeafkrofravymrteioPieAieIOrfesfnarmfwhosaoriiuuBOIAHylnlpgpinprtfmyhfboeewntaomtantBoitatvrtuteivccemeitmntnsIfbdogtrdcpoorlanonsthenGslTcmliftmectnewopssorwnocoypeleohfeelbuiiinlrfeontselnnttngtvlecuivhBoaitkllruyporaiBoialernoonystdseeesrutetrvdctnzoesmoxePripsatefnosebuiilufyroesiuycrolnsslionaxsvrhedcfhxsoassamvuyhYomecrildihdotontartrienlvewpeieboegiuuanrdanaeigeoaeeohatatwyhonsyiinraderaitanvXS
letter	ALL/fwd/L4+3	1485	CIXFeetrBoataotllaaioceRlsmeedcwogstosrsltTdosfdcrstearstfgaoyytuauueehuwpinetprdteeafinoceiongaccsoptbierscastbanslenmiTiibhwpnecltocatfmenstaleouanusyceBontglbeceniisesBorneiexvbspnatitniiteskiyaoetltLreyaihebinoseInhngthloritncirntnaihitdeaBraphMmsithliroatmemDffhoreugyiixaatLrhoahpeYondillturnnmotnbhiirtAhwhrirleNpswsmmniiselegtubnldstcGoiieuaocIhenXeuhyIueahpluefotgGginJswoIanhaneiwummssdkerefetbeiorgktesFyrdpfmyseysaieSfsyboiIrhygnmumbivlscenceiToceoicrewsocpsernlirdrgtsinesenhzyritoanonltnsntacehannaegoyanteisnrfitotscttimvunpitlvrlgIrileydoirttttiheytiweeeaBleaudaiohanlooelitnthdllstfrtnnslrzonnoohFngitecIgiorieegncdlnoWSeoaufenvndrluhuyessiiaaehbiSaoeniwetndhmwiaarraanownatiendwAiteluyloBoaattsosruyeoaaileeXeaoenhoeayhdmereiortiaiddneczrnsnnwlenacroksnsyirddehshsdedlnProcrtroaelltaspednscessyceianneonsmaiutVSLEHTNNSBTPATSCSSTEDDAGIMOAFOIIESCIgaetaarneeahdshtityertboasebtkhregpScstgwsvdhhsotnsacuolileAscsvhofaootslelmtsvehedseetssoigtitimiraondtilCewiWnraoyaeacievfulcLoshltunonrnnocnenovinlrfehanrstegaieyNartnoneaonerstdloepsebdlheisisrfirtlsuduseindsetnlhrenrsbsspioreaiyhianosmmcfLNthtiginepoaamttsioaccIIXLIragdpcsdpyviiowpeiimtacinuohtciiilhphemnrenfeheworlaigcfutaaitahiBorcbveneogertrteiohoyosieofithaawtuwvoadlenteaocmeinsoestnniyeintsatwttfscsohelromoeiiikttooegpdsretgiilklegsiuecuirtarcenrenodepeseerfteuinotsebuhabgraaestnosueeulivaiysflsoaoncenpseeortooipifctasiianiereBoatesnnYseoAemihbnreleinennrilaenrlcdmscdvevirrrvemiporaioendtatnqsrhaecthcdeKE
letter	ALL/fwd/L5+0	1189	BIOFsitBineohbnasIsRyhkeBicgtdaraktduuackrcavyogloetmleecrspstipohmerraotarnlussnisirsoacaknWtammeobosiekoCcnateigflcyentdseinogdtoedcreotenrvovooiaTBiiseykcsreoasrvrhhveeoceohgoslpusnabitsttiaatBietMaeehigfattuDarcrpdtincmtafhaireotgblhbanuBibotetnntrsttNlndmesosasntlendoxyotOoaBiteggohasiaorleunnGetdsneMnelhiitusofbrdinbrdugeaiFyobfoosyocPSfbgontdyehbmahusosoeneeenutebccpFdulneugineehetztnaotyulcuetpanakydgttutgaorilttuenieyepdflrlheiManotenteghyhItenieencwitsoleilichsdborfeorsalVndatFatfehaMoateggulnhleolshnettlstaeesoarneiaohnsyinatficltasfendabngnhtwcrlxtMasimsyafoteaerPeorecesnrmraBosheiorhceftnghvnrlfkhhmiiolhwrlecrdrrforntsleodeeeteeRsemsaensmaslESEFINACEPNETSFONDCHOOTETIRINgnmmatyeayhgtrmrrhtwsdachleuSoidwttthuBisbntlleysoasoidttiasmialhdhtedhmifetiateodrdlolrWeacymtnisbelovnhlvoodonobTooeferithnIehgdhaNraeodrpnraedoissnrthrdyseratyenumpidtpileiarsnrptwvasieaezemaBOtayfifafateaslfucTFAIeilpornyegmwetomhitnreacvcihwornadieahmrltncoefanetiinobaynotihrhelhnfiilectadotpmravnotademeieocbintofnrcswhatcodvlgsielcataglgpooestolehrsneyuoperauuecavpgozriioiceieeeebpieeeolslpolndyyeinolkoedevetncosoochemiltYrttrtephYhrnedgrnyivieiirtWgnsbnmSaaeihoreshpsiwoaasacorradatpavKR
